cycle,fem_cycle,pidl_saved_index,pidl_cycle_offset,field,metric,FEM_projected_to_PIDL,PIDL_native,PIDL_over_FEM_projected,FEM_projected_over_PIDL
69,69,68,-1,damage_alpha,max,1.0253653526306152,1.0006462335586548,0.9758923792299569,1.0247031550641534
69,69,68,-1,damage_alpha,p99,1.0060573816299438,0.9480838179588318,0.9423754899773338,1.0611481417285717
69,69,68,-1,damage_alpha,p999,1.0110494563579566,1.000137448310852,0.9892072460170126,1.0109105084161523
69,69,68,-1,damage_alpha,right_band_mean,0.014911115442060743,-0.001410124241374433,-0.09456866234143724,-10.574327427721572
69,69,68,-1,damage_alpha,tip_2l0_integral,0.00028214009823150546,0.0005785884568467736,2.0507133175094534,0.4876352006210591
69,69,68,-1,damage_alpha,tip_2l0_mean,0.4521475667826224,0.4577440023422241,1.0123774536694394,0.9877738746308736
69,69,68,-1,damage_alpha,tip_4l0_integral,0.000590277580940155,0.0012149803806096315,2.058320390001076,0.48583301455779543
69,69,68,-1,damage_alpha,tip_4l0_mean,0.2357338605961802,0.24145078659057617,1.0242516114568252,0.9763226035619008
69,69,68,-1,damage_alpha,tip_l0_integral,0.00011983515101218074,0.00022831442765891552,1.9052375344835866,0.5248689372850558
69,69,68,-1,damage_alpha,tip_l0_mean,0.7133044141877178,0.7046741247177124,0.9879009728548599,1.0122472064281667
69,69,68,-1,damage_alpha,top1_mean,1.0080254085858662,0.9964689612388611,0.988535559472437,1.0115973982096116
69,69,68,-1,psi_plus_raw,crack_strip_mean,83.95901524195709,88.22984313964844,1.0508680084608362,0.9515942934304942
69,69,68,-1,psi_plus_raw,domain_mean,3.358790795986765,3.5307559967041016,1.0511985447032928,0.9512950764998025
69,69,68,-1,psi_plus_raw,max,2433.656005859375,2681.710693359375,1.1019267665203187,0.9075013243918335
69,69,68,-1,psi_plus_raw,p99,500.14542022705086,0.46983644366264343,0.000939399671898129,1064.50963302917
69,69,68,-1,psi_plus_raw,p999,2422.51340991211,2601.959228515625,1.074074231279498,0.9310343464890164
69,69,68,-1,psi_plus_raw,right_band_mean,4.829331763412446,0.008191896602511406,0.0016962795276510355,589.5254783772427
69,69,68,-1,psi_plus_raw,tip_2l0_integral,0.06683979876089037,0.1800445020198822,2.6936721138848,0.37124043228773124
69,69,68,-1,psi_plus_raw,tip_2l0_mean,107.11505583009688,142.4402618408203,1.3297874956696598,0.7519998520488539
69,69,68,-1,psi_plus_raw,tip_4l0_integral,0.12968443528974138,0.3550921082496643,2.7381243358643337,0.36521351017624026
69,69,68,-1,psi_plus_raw,tip_4l0_mean,51.79090918783459,70.5667953491211,1.3625324686460005,0.7339274644909838
69,69,68,-1,psi_plus_raw,tip_l0_integral,0.032716084123138624,0.09018868207931519,2.756707732498119,0.3627515489622846
69,69,68,-1,psi_plus_raw,tip_l0_mean,194.73858064900705,278.360107421875,1.429404006613285,0.699592274383867
69,69,68,-1,psi_plus_raw,top1_mean,1543.8132742648654,1960.54931640625,1.2699394085336042,0.7874391433798384
69,69,68,-1,psi_plus_active,crack_strip_mean,0.0031379523225738082,0.003851909190416336,1.227523172581834,0.8146485722927026
69,69,68,-1,psi_plus_active,domain_mean,0.0005551602970333848,0.0017198233399540186,3.097886050469125,0.32280076920471823
69,69,68,-1,psi_plus_active,max,0.270735488020634,0.3768942058086395,1.3921123106695,0.7183328473828927
69,69,68,-1,psi_plus_active,p99,0.02435923775827007,0.033460069447755814,1.3736090504882883,0.7280091811018001
69,69,68,-1,psi_plus_active,p999,0.06203549346700562,0.10139157623052597,1.634412343063772,0.6118407048526442
69,69,68,-1,psi_plus_active,right_band_mean,0.005185242201793853,0.008215059526264668,1.5843154874082137,0.6311874168672699
69,69,68,-1,psi_plus_active,tip_2l0_integral,5.711771734043248e-06,3.3250319120270433e-07,0.05821366936303178,17.178095985734988
69,69,68,-1,psi_plus_active,tip_2l0_mean,0.009153479805789016,0.0002630563103593886,0.02873839413432928,34.79665548902246
69,69,68,-1,psi_plus_active,tip_4l0_integral,1.0933415130152949e-05,2.409895841992693e-06,0.22041565359999102,4.536882855946311
69,69,68,-1,psi_plus_active,tip_4l0_mean,0.00436637988863912,0.0004789140948560089,0.10968218686195745,9.117250746090326
69,69,68,-1,psi_plus_active,tip_l0_integral,3.893430620865707e-06,5.267577307677129e-08,0.013529398159677184,73.91311780448483
69,69,68,-1,psi_plus_active,tip_l0_mean,0.023175180443631645,0.00016257954121101648,0.007015243812511157,142.5467206452006
69,69,68,-1,psi_plus_active,top1_mean,0.04129215636160267,0.059956178069114685,1.4519992015933463,0.6887056128561596
